States/UTs,District,Constituency,Year,Murder,Culpable Homicide,Rape,Kidnapping & Abduction,Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty,Causing Death by Negligence,Extortion,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total crimes against SCs,Voyeurism,Stalking,Abetment of Suicides of Women,Immoral Traffic Prevention Act,Total_Count
Odisha,Mayurbhanj,Morada,2019,44,0,47,74,4,60,2,65,1,28,8,16,23,8,3,57,8,3,70,5,4,3,28,0,3,12,5,20,0,11,4,616
Odisha,Balasore,Jaleswar,2019,59,33,49,63,16,45,18,27,12,28,17,6,24,16,3,22,14,23,1,17,49,28,68,2,18,102,27,1,49,9,6,852
Odisha,Balasore,Bhograi,2019,11,7,65,29,13,15,23,21,7,23,10,7,0,0,0,2,6,17,61,18,5,5,12,8,10,74,4,15,10,15,20,513
Odisha,Balasore,Basta,2019,53,27,69,30,10,16,19,61,19,23,20,15,8,2,6,20,11,23,82,6,18,31,22,13,20,121,26,14,4,22,12,823
Odisha,Balasore,Balasore,2019,42,11,62,4,11,2,3,26,14,43,24,12,18,8,9,38,6,8,9,4,11,2,20,8,0,3,25,3,12,11,7,456
Odisha,Balasore,Remuna,2019,16,12,63,31,17,11,0,69,12,35,2,3,18,7,4,19,8,12,14,18,17,3,29,3,20,103,20,8,24,17,18,633
Odisha,Balasore,Nilgiri,2019,65,9,47,66,6,37,1,25,14,31,18,18,16,4,10,32,7,16,15,2,4,3,7,2,19,87,2,21,9,17,9,619
Odisha,Balasore,Soro,2019,37,16,57,72,27,36,13,38,0,0,17,1,24,6,3,4,2,10,68,7,8,11,13,7,10,102,11,11,10,23,14,658
Odisha,Balasore,Simulia,2019,27,11,61,53,19,4,7,2,26,30,16,6,14,1,10,25,14,4,7,4,15,24,27,0,18,71,25,3,3,12,5,544
Odisha,Bhadrak,Bhandaripokhari,2019,46,3,1,46,20,31,21,15,13,15,12,4,1,10,6,26,0,7,16,10,6,29,18,7,11,47,5,21,14,17,8,486
Odisha,Bhadrak,Bhadrak,2019,39,27,32,16,13,5,6,38,19,29,0,17,12,4,15,19,6,12,29,7,9,18,15,7,19,82,24,21,17,23,15,595
Odisha,Bhadrak,Basudevpur,2019,3,1,31,83,23,29,18,62,25,50,18,5,11,10,3,2,9,5,29,1,8,7,28,15,19,76,11,23,11,4,14,634
Odisha,Bhadrak,Dhamnagar,2019,4,12,32,75,11,50,2,41,8,19,20,11,22,10,3,21,8,17,3,8,7,33,11,1,15,120,26,20,11,24,10,655
Odisha,Bhadrak,Chandabali,2019,46,5,20,2,26,4,25,10,9,2,11,2,13,2,5,27,14,25,61,14,3,16,29,16,2,41,15,22,13,9,19,508
Odisha,Jajpur,Binjharpur,2019,33,24,30,70,27,26,7,17,13,30,11,10,17,1,9,39,2,9,10,15,1,1,1,11,15,34,27,23,24,0,0,537
Odisha,Jajpur,Bari,2019,21,23,44,45,14,34,13,26,6,32,14,18,12,4,2,4,6,3,60,17,6,23,12,10,9,13,16,29,21,21,19,577
Odisha,Jajpur,Barchana,2019,30,19,47,66,21,37,23,15,9,50,22,0,22,11,12,3,7,4,35,17,13,29,8,2,1,11,21,14,2,24,7,582
Odisha,Jajpur,Dharmasala,2019,29,2,13,61,22,47,19,53,19,33,9,3,1,9,14,28,10,13,46,17,1,30,27,4,13,84,8,5,1,15,4,640
Odisha,Jajpur,Jajpur,2019,63,7,62,8,10,25,20,50,15,34,21,11,6,10,16,44,14,11,29,10,14,4,4,4,3,61,13,28,12,4,4,617
Odisha,Jajpur,Korei,2019,48,18,10,20,23,47,24,60,23,38,2,7,16,8,2,47,12,6,46,3,4,25,9,7,16,71,15,9,13,0,3,632
Odisha,Jajpur,Sukinda,2019,35,0,55,0,18,3,18,24,10,9,6,1,0,1,7,14,9,15,28,17,13,10,23,1,19,7,16,5,0,17,0,381
Odisha,Dhenkanal,Dhenkanal,2019,6,9,10,3,11,9,22,2,15,0,4,4,15,4,7,0,14,7,9,12,19,9,27,15,8,3,15,23,3,22,21,328
Odisha,Dhenkanal,Hindol,2019,6,2,29,79,11,28,17,19,5,2,4,3,21,16,0,44,2,18,48,19,2,37,20,6,17,61,26,1,11,4,11,569
Odisha,Dhenkanal,Kamakshyanagar,2019,39,21,53,23,7,24,24,9,26,35,10,18,16,10,78,30,3,6,52,18,68,31,16,13,16,112,26,17,48,16,9,874
Odisha,Dhenkanal,Parjanga,2019,54,34,38,37,13,44,19,18,4,13,9,15,14,0,3,14,4,0,54,20,9,17,6,6,14,123,11,23,1,10,7,634
Odisha,Angul,Pallahara,2019,31,30,48,10,29,13,18,46,17,26,3,15,10,1,1,11,3,7,64,7,13,30,18,9,2,95,2,11,12,5,14,601
Odisha,Angul,Talcher,2019,18,19,21,48,11,14,16,39,22,45,21,19,7,5,2,23,10,24,76,9,4,10,15,11,8,51,10,29,16,25,1,629
Odisha,Angul,Angul,2019,32,12,60,3,13,27,3,44,12,26,11,3,8,0,7,44,4,14,79,1,3,23,29,1,12,22,10,9,6,2,4,524
Odisha,Angul,Chhendipada,2019,60,26,67,14,22,13,13,67,18,42,18,11,24,9,6,25,11,7,70,6,19,33,0,3,19,115,14,25,18,10,25,810
Odisha,Angul,Athmallik,2019,0,8,24,22,1,3,4,42,17,43,16,0,6,6,0,12,0,8,42,1,7,34,15,9,20,52,11,25,10,11,13,462
Odisha,Subarnapur,Birmaharajpur,2019,25,17,41,12,29,25,2,3,10,25,4,17,22,9,7,5,2,0,66,16,16,4,24,9,5,62,24,19,2,8,17,527
Odisha,Subarnapur,Sonepur,2019,31,15,48,39,25,39,11,33,27,0,18,3,13,5,2,45,2,1,41,5,15,23,4,6,12,122,23,27,11,17,14,677
Odisha,Balangir,Loisingha,2019,46,34,52,53,24,40,18,7,7,22,23,4,1,1,6,58,10,21,22,1,12,34,18,5,3,123,17,7,24,22,0,715
Odisha,Balangir,Patnagarh,2019,51,33,37,77,8,26,9,63,18,1,16,6,7,10,12,37,8,23,42,7,13,26,29,15,7,119,22,5,24,2,21,774
Odisha,Balangir,Bolangir,2019,24,10,15,34,12,49,25,47,9,10,19,15,15,1,1,1,5,27,15,8,20,10,6,6,19,8,14,22,20,3,14,484
Odisha,Balangir,Titlagarh,2019,21,32,54,34,15,52,22,22,2,9,1,75,19,16,48,54,87,23,36,4,9,23,98,11,19,62,9,28,22,19,17,943
Odisha,Balangir,Kantabanji,2019,35,23,66,11,9,14,10,11,23,25,11,2,21,0,6,5,1,1,61,10,1,9,6,11,11,22,14,28,21,7,12,487
Odisha,Nuapada,Nuapada,2019,65,21,22,19,0,5,13,59,7,43,14,10,16,15,9,42,9,18,24,3,8,13,28,12,6,56,15,4,23,7,6,592
Odisha,Nuapada,Khariar,2019,52,16,42,32,20,57,19,50,9,12,12,3,10,0,1,53,6,13,44,14,18,25,4,14,2,36,22,3,6,8,15,618
Odisha,Nabarangpur,Umerkote,2019,20,14,64,0,22,26,19,31,8,6,24,5,19,12,9,42,10,2,1,20,4,25,22,3,17,31,9,6,14,20,14,519
Odisha,Nabarangpur,Jharigam,2019,53,14,67,41,17,39,13,14,15,25,2,4,10,11,13,27,3,14,11,14,16,2,7,13,15,36,27,15,23,16,4,581
Odisha,Nabarangpur,Nabarangpur,2019,26,10,53,6,13,40,3,39,27,32,7,12,10,1,2,2,0,20,3,12,14,18,15,10,2,19,20,6,14,23,15,474
Odisha,Nabarangpur,Dabugam,2019,58,7,10,74,10,28,15,30,17,37,10,15,21,3,6,8,10,20,84,14,5,1,24,16,9,60,14,23,9,6,10,654
Odisha,Kalahandi,Lanjigarh,2019,25,24,44,52,9,1,23,67,22,36,24,9,5,15,0,50,8,25,69,16,20,37,16,4,13,32,11,17,12,11,9,706
Odisha,Kalahandi,Junagarh,2019,28,11,21,3,14,44,25,71,22,37,8,12,12,10,1,31,6,21,81,6,15,7,18,4,1,68,18,1,4,8,18,626
Odisha,Kalahandi,Dharmagarh,2019,26,13,19,66,24,37,23,46,21,46,21,12,1,14,15,42,4,20,41,7,3,5,20,10,5,57,25,27,7,2,4,663
Odisha,Kalahandi,Bhawanipatna,2019,17,16,69,58,12,46,21,40,10,0,14,1,9,3,2,14,3,14,2,9,16,8,5,15,7,112,24,7,11,1,5,571
Odisha,Kalahandi,Narla,2019,18,5,1,44,25,24,12,46,1,15,4,1,21,13,14,30,5,16,78,0,16,34,14,3,15,32,14,15,12,22,4,554
Odisha,Kandhamal,Baliguda,2019,33,24,44,41,0,11,8,19,27,48,1,7,19,2,12,12,10,18,10,16,5,13,6,3,5,37,17,5,4,15,2,474
Odisha,Kandhamal,Udayagiri,2019,29,25,70,78,4,4,4,67,23,43,14,13,21,4,14,11,9,1,48,18,11,17,26,15,4,0,19,23,9,21,19,664
Odisha,Kandhamal,Phulbani,2019,10,8,71,32,19,26,12,23,3,3,3,4,12,2,5,52,9,11,67,17,19,17,14,2,16,100,9,3,8,6,13,596
Odisha,Boudh,Kantamal,2019,35,14,47,64,10,36,16,8,9,24,19,13,22,16,13,58,9,2,81,9,18,23,5,75,15,122,5,23,10,3,15,819
Odisha,Boudh,Boudh,2019,21,26,62,85,16,59,4,24,18,41,12,20,0,12,4,46,5,21,15,2,20,27,18,0,13,39,18,27,15,12,9,691
Odisha,Cuttack,Baramba,2019,53,3,70,57,27,60,12,4,0,40,24,2,4,8,0,7,10,4,68,10,19,27,4,3,3,0,17,29,7,10,18,600
Odisha,Cuttack,Banki,2019,24,4,30,80,22,54,10,32,23,25,10,12,14,7,12,9,1,3,25,2,7,8,1,5,7,80,3,1,11,8,17,547
Odisha,Cuttack,Athgarh,2019,65,32,22,32,12,27,20,14,17,30,6,17,16,11,14,27,8,6,2,6,9,32,26,2,7,40,13,27,2,23,1,566
Odisha,Cuttack,Barabati-Cuttack,2019,25,29,18,29,16,50,9,65,15,2,22,10,25,8,4,3,4,11,36,1,19,12,28,13,13,86,21,22,3,13,21,633
Odisha,Cuttack,Choudwar-Cuttack,2019,62,8,18,28,4,30,17,13,16,41,14,6,7,16,2,9,12,14,37,16,18,37,21,3,3,99,13,21,24,8,4,621
Odisha,Cuttack,Niali,2019,8,1,10,52,21,11,18,55,16,43,4,13,17,4,13,6,8,4,68,4,5,18,11,3,17,100,8,27,15,0,14,594
Odisha,Cuttack,Cuttack Sadar,2019,1,28,12,6,22,51,12,60,22,2,8,0,22,15,12,42,7,27,18,8,2,33,26,12,17,109,20,16,16,12,3,641
Odisha,Cuttack,Salepur,2019,21,10,58,8,8,32,6,27,11,25,1,19,17,0,12,5,14,27,43,13,3,33,11,14,9,46,9,27,16,21,6,552
Odisha,Cuttack,Mahanga,2019,5,22,4,1,11,5,23,13,16,29,13,9,17,16,16,46,11,26,80,5,8,1,4,10,10,80,8,26,0,22,9,546
Odisha,Kendrapara,Patkura,2019,46,18,70,49,14,33,18,70,6,28,15,10,13,4,6,23,11,5,6,15,9,33,9,3,1,79,13,4,4,9,8,632
Odisha,Kendrapara,Kendrapara,2019,14,21,46,73,10,41,25,49,23,42,9,13,9,5,6,14,9,2,53,13,7,13,5,11,17,54,18,7,14,16,2,641
Odisha,Kendrapara,Aul,2019,34,8,37,8,21,42,10,72,12,30,21,4,1,1,9,14,14,26,72,7,8,20,1,14,17,106,19,23,2,0,6,659
Odisha,Kendrapara,Rajanagar,2019,28,22,67,84,15,52,18,67,25,34,1,5,6,11,11,50,8,15,59,5,6,5,8,7,0,112,10,8,13,7,2,761
Odisha,Kendrapara,Mahakalapada,2019,18,2,43,11,4,20,15,0,1,13,5,5,12,12,9,33,12,19,77,15,5,34,23,0,14,9,20,3,16,11,15,476
Odisha,Jagatsinghpur,Paradeep,2019,2,9,62,18,18,54,8,42,3,31,19,13,4,13,1,3,11,16,39,11,6,24,10,7,6,22,2,15,0,9,16,494
Odisha,Jagatsinghpur,Tirtol,2019,8,34,29,67,2,24,1,68,15,18,0,6,19,0,11,30,12,8,77,3,8,13,3,8,9,53,13,17,3,9,12,580
Odisha,Jagatsinghpur,Balikuda-Erasama,2019,7,5,35,45,7,22,7,73,8,34,23,16,15,0,6,45,1,27,81,5,5,5,17,9,2,71,9,27,10,22,14,653
Odisha,Jagatsinghpur,Jagatsinghpur,2019,32,5,55,52,7,26,4,20,8,5,16,17,12,9,7,45,12,26,53,16,7,2,7,14,19,85,19,2,8,15,17,622
Odisha,Puri,Kakatpur,2019,10,29,9,46,19,34,10,11,24,43,21,10,6,7,3,56,6,11,46,8,14,35,0,11,15,45,12,18,24,18,11,612
Odisha,Puri,Nimapara,2019,28,23,7,62,14,0,9,1,9,36,2,16,11,1,16,55,12,21,10,5,7,17,8,15,17,117,1,14,12,15,17,578
Odisha,Puri,Puri,2019,17,11,52,68,6,54,14,65,27,22,11,1,23,2,12,33,13,4,65,9,15,6,27,8,4,42,23,24,4,3,5,670
Odisha,Puri,Brahmagiri,2019,57,30,29,62,8,54,19,23,17,48,17,5,1,8,13,17,3,14,55,9,9,12,22,14,0,49,15,4,22,6,4,646
Odisha,Puri,Satyabadi,2019,3,19,44,47,3,47,22,24,2,15,20,12,7,6,15,38,5,13,19,16,1,33,12,16,1,39,13,27,6,0,10,535
Odisha,Puri,Pipili,2019,20,21,39,57,9,39,5,15,20,15,14,5,17,2,10,59,0,21,28,5,1,3,9,10,2,99,25,16,18,23,5,612
Odisha,Khurda,Jayadev,2019,61,29,0,0,0,26,11,2,4,40,23,18,11,1,12,23,3,1,82,8,2,9,28,1,9,10,13,4,19,8,17,475
Odisha,Khurda,Bhubaneswar Central,2019,20,14,5,0,8,8,16,19,20,47,3,16,14,1,7,0,4,0,9,13,7,9,1,12,19,16,3,10,0,24,14,339
Odisha,Khurda,Bhubaneswar North,2019,35,9,23,44,1,1,14,19,15,37,20,10,22,15,7,34,13,2,80,18,17,24,29,15,8,12,4,12,8,25,20,593
Odisha,Khurda,Ekamra Bhubaneswar,2019,29,27,63,29,19,28,25,33,5,35,23,4,2,0,14,43,1,18,22,12,4,22,10,15,19,67,3,1,1,22,6,602
Odisha,Khurda,Jatani,2019,12,3,18,59,8,60,13,63,18,35,24,5,20,10,4,21,13,18,3,6,13,12,3,4,2,107,27,28,0,13,10,632
Odisha,Khurda,Begunia,2019,14,22,4,75,6,2,6,11,3,50,1,20,3,12,16,7,0,9,83,9,20,32,13,3,4,51,3,18,21,13,8,539
Odisha,Khurda,Khurda,2019,11,10,34,82,1,0,21,57,14,7,13,19,6,13,15,17,9,13,53,7,17,32,18,1,8,8,11,4,13,8,16,538
Odisha,Khurda,Chilika,2019,59,2,33,69,6,48,2,7,23,44,19,20,2,2,15,24,6,15,74,1,4,24,6,2,15,80,3,15,17,4,18,659
Odisha,Nayagarh,Ranpur,2019,30,11,50,71,20,27,24,68,13,25,22,20,17,8,4,8,10,9,33,4,20,10,18,15,9,81,18,6,18,4,6,679
Odisha,Nayagarh,Khandapada,2019,8,10,49,40,12,19,0,30,24,18,10,13,4,10,0,51,1,7,49,0,9,23,23,4,18,14,21,18,23,4,6,518
Odisha,Nayagarh,Daspalla,2019,1,10,3,64,12,27,13,26,23,46,22,13,9,8,14,51,2,2,47,6,20,29,19,3,19,10,16,1,2,11,3,532
Odisha,Nayagarh,Nayagarh,2019,48,13,51,6,25,59,7,44,26,3,21,2,16,15,6,39,14,17,2,4,17,14,18,16,12,47,17,12,15,2,5,593
Odisha,Ganjam,Bhanjanagar,2019,5,9,1,65,0,23,7,27,9,38,23,15,11,14,5,15,12,2,54,6,4,9,25,1,0,44,18,25,6,4,8,485
Odisha,Ganjam,Polasara,2019,0,6,20,81,5,33,12,53,18,24,20,6,23,12,13,42,0,24,65,11,7,2,5,3,4,74,11,8,9,6,14,611
Odisha,Ganjam,Kabisuryanagar,2019,29,18,34,15,5,1,1,72,18,35,12,13,9,11,2,37,3,23,31,17,0,25,17,0,1,118,14,6,21,25,4,617
Odisha,Ganjam,Khalikote,2019,47,22,40,13,27,34,8,27,11,19,11,11,11,5,7,53,5,10,32,2,16,34,29,4,8,29,24,14,12,2,21,588
Odisha,Ganjam,Chhatrapur,2019,47,4,55,41,26,2,16,59,25,17,24,16,20,7,3,12,3,26,39,19,6,25,2,15,20,29,17,24,5,1,11,616
Odisha,Ganjam,Aska,2019,29,28,28,12,29,0,13,0,10,20,0,0,12,8,8,51,0,11,51,12,15,11,25,3,15,29,21,27,17,6,10,501
Odisha,Ganjam,Surada,2019,13,5,14,53,12,39,2,62,9,33,1,8,23,10,9,7,4,12,19,19,12,20,16,3,19,117,17,14,11,24,12,619
Odisha,Ganjam,Sanakhemundi,2019,48,18,46,16,24,45,20,48,22,44,5,2,3,2,16,16,9,13,72,7,19,2,15,9,15,111,25,27,1,20,9,729
Odisha,Ganjam,Hinjili,2019,55,4,3,40,29,6,6,68,14,18,23,20,19,9,9,2,6,22,2,17,14,15,14,15,15,71,1,29,4,10,9,569
Odisha,Ganjam,Gopalpur,2019,38,25,50,26,19,40,22,51,18,38,5,5,5,9,15,10,9,2,20,7,4,10,15,3,20,4,15,29,14,6,3,537
Odisha,Ganjam,Berhampur,2019,54,28,56,0,8,52,21,50,18,38,24,7,7,12,7,59,10,9,60,17,15,1,7,13,6,42,4,1,6,11,1,644
Odisha,Ganjam,Digapahandi,2019,63,10,10,55,8,62,2,22,15,48,2,13,0,12,14,7,13,19,64,9,6,0,8,6,20,77,15,5,17,7,17,626
Odisha,Ganjam,Chikiti,2019,8,11,54,33,18,5,2,14,15,30,16,10,1,10,9,11,7,17,44,10,17,29,10,5,7,8,1,4,20,2,1,429
Odisha,Gajapati,Mohana,2019,49,32,37,66,8,8,3,31,22,49,13,2,13,1,14,2,4,8,58,0,3,14,15,10,15,120,27,4,4,4,11,647
Odisha,Gajapati,Paralakhemundi,2019,55,3,17,10,22,12,9,29,23,8,18,18,13,6,3,23,10,3,47,8,14,18,24,8,12,0,10,7,13,25,11,479
Odisha,Rayagada,Gunupur,2019,62,20,52,19,26,25,4,7,26,30,12,5,17,13,3,21,12,3,22,10,11,29,16,6,13,116,1,21,19,14,14,649
Odisha,Rayagada,Bissam Cuttack,2019,50,5,15,30,1,18,0,15,7,31,24,5,24,9,2,45,8,10,76,8,4,27,29,12,6,117,20,18,18,20,5,659
Odisha,Rayagada,Rayagada,2019,51,4,22,3,5,43,12,7,21,31,13,15,1,2,11,53,1,11,60,14,11,26,4,16,11,98,9,6,22,4,11,598
Odisha,Koraput,Laxmipur,2019,32,4,50,32,12,53,24,22,1,19,23,12,21,1,13,37,1,1,16,15,20,9,5,10,1,104,1,9,16,5,10,579
Odisha,Koraput,Kotpad,2019,25,2,51,38,15,37,1,73,27,37,18,10,0,13,12,23,2,17,25,11,18,4,18,8,20,14,9,7,12,15,9,571
Odisha,Koraput,Jeypore,2019,9,33,63,24,0,28,21,56,4,40,15,14,17,1,12,60,3,15,26,1,12,0,4,7,11,25,11,23,14,5,2,556
Odisha,Koraput,Koraput,2019,47,9,70,43,12,2,16,59,8,27,0,9,24,15,4,8,0,21,82,8,1,6,16,12,19,7,13,9,3,12,9,571
Odisha,Koraput,Pottangi,2019,15,0,52,25,4,6,12,22,13,35,23,13,20,1,3,20,5,24,71,18,7,24,10,6,4,16,9,3,6,22,18,507
Odisha,Malkangiri,Malkangiri,2019,41,31,71,66,5,30,18,71,13,25,19,10,18,16,6,48,9,25,47,18,13,30,17,12,8,123,15,26,12,8,1,852
Odisha,Malkangiri,Chitrakonda,2019,22,24,45,6,6,0,23,9,14,20,13,2,4,8,2,59,9,6,55,2,3,5,0,4,20,38,23,27,13,0,18,480
Punjab,Pathankot,Sujanpur,2019,10,7,15,5,1,16,8,8,20,5,19,8,20,9,8,54,9,4,6,1,7,1,10,12,0,19,1,25,3,2,20,333
Punjab,Pathankot,Bhoa,2019,1,28,5,11,23,10,5,28,13,6,16,0,18,15,1,18,4,1,10,14,4,25,19,14,0,34,4,0,15,0,2,344
Punjab,Pathankot,Pathankot,2019,9,9,3,57,4,0,18,26,16,49,18,14,16,2,5,52,3,16,26,3,2,3,4,12,10,85,26,25,1,6,10,530
Punjab,Gurdaspur,Gurdaspur,2019,49,15,57,5,25,19,1,54,9,57,6,8,15,15,14,40,8,25,60,8,2,6,22,10,17,47,3,29,15,21,8,670
Punjab,Gurdaspur,Dina Nagar,2019,48,8,48,83,19,53,1,51,13,69,21,5,14,10,5,33,8,19,0,1,16,6,26,8,15,102,26,11,35,12,45,811
Punjab,Gurdaspur,Qadian,2019,9,15,44,54,16,55,1,38,14,56,8,2,7,11,6,19,6,7,21,2,14,26,12,1,7,104,12,17,11,23,18,636
Punjab,Gurdaspur,Batala,2019,19,8,20,0,1,28,17,9,2,9,18,3,25,8,11,5,14,14,5,7,2,6,18,13,2,16,4,0,16,5,10,315
Punjab,Gurdaspur,Sri Hargobindpur,2019,32,4,27,12,4,56,21,57,16,37,15,4,18,16,14,42,11,8,25,18,15,20,15,10,6,42,16,27,14,25,14,641
Punjab,Gurdaspur,Fatehgarh Churian,2019,0,10,0,40,29,23,11,64,3,47,22,10,9,4,21,20,13,12,57,14,8,8,3,7,20,18,12,14,21,16,17,553
Punjab,Gurdaspur,Dera Baba Nanak,2019,47,18,4,15,8,23,21,29,17,37,23,13,22,0,1,19,7,21,59,1,16,7,9,14,0,51,6,11,14,20,11,544
Punjab,Amritsar,Ajnala,2019,48,21,49,28,12,48,14,25,2,20,8,3,18,13,11,43,11,0,52,7,17,26,12,10,6,18,11,1,13,14,8,569
Punjab,Amritsar,Raja Sansi,2019,29,28,31,25,20,59,24,37,10,12,6,0,2,5,6,28,5,23,54,14,13,28,23,7,19,38,11,25,20,6,17,625
Punjab,Amritsar,Majitha,2019,36,11,26,39,18,25,7,35,2,41,15,4,21,13,3,29,48,20,30,18,20,68,20,10,9,98,19,29,15,19,58,806
Punjab,Amritsar,Jandiala,2019,49,11,0,52,4,47,17,6,12,25,18,10,17,2,9,49,0,3,39,16,16,29,2,1,13,5,0,29,21,24,4,530
Punjab,Amritsar,Amritsar North,2019,6,10,61,5,3,45,21,33,1,56,20,7,15,15,20,36,10,0,61,12,8,7,17,10,0,49,17,27,5,3,18,598
Punjab,Amritsar,Amritsar West,2019,15,16,9,19,11,19,15,0,25,22,22,6,0,13,16,10,0,6,20,4,6,22,3,8,4,18,12,0,4,5,5,335
Punjab,Amritsar,Amritsar Central,2019,47,16,20,83,7,10,13,55,1,20,7,2,4,7,20,22,1,26,60,6,9,28,6,8,0,77,9,22,1,21,7,615
Punjab,Amritsar,Amritsar East,2019,69,8,26,58,1,43,1,20,49,45,8,16,10,35,16,42,68,18,47,16,11,18,21,13,1,120,26,9,18,7,10,850
Punjab,Amritsar,Amritsar South,2019,9,7,8,10,19,3,19,0,27,2,9,5,5,16,0,51,10,10,7,8,13,17,0,8,0,56,2,10,9,6,3,349
Punjab,Amritsar,Attari,2019,31,11,58,14,17,59,16,24,15,13,22,2,15,5,15,13,7,13,42,2,10,9,25,11,12,53,8,21,0,23,21,587
Punjab,Tarn Taran,Tarn Taran,2019,11,30,37,28,12,62,5,63,15,56,15,8,17,8,4,1,13,5,59,13,0,8,27,14,10,106,0,1,0,1,15,644
Punjab,Tarn Taran,Khem Karan,2019,27,15,89,62,28,50,22,42,20,43,16,48,3,6,10,17,3,6,21,9,11,27,25,16,19,81,27,11,13,25,21,813
Punjab,Tarn Taran,Patti,2019,40,30,24,19,20,57,17,63,68,16,13,10,24,16,16,5,8,23,22,68,14,69,8,15,10,95,23,27,12,14,5,851
Punjab,Tarn Taran,Khadoor Sahib,2019,69,24,48,31,1,30,12,50,24,58,7,5,24,11,2,56,7,23,54,18,12,29,1,4,48,49,78,28,9,17,0,829
Punjab,Tarn Taran,Baba Bakala,2019,21,30,9,6,3,49,2,25,11,2,8,7,8,3,3,11,1,20,1,8,6,0,27,4,1,12,9,25,21,14,1,348
Punjab,Kapurthala,Bholath,2019,33,13,13,7,3,39,18,8,5,24,7,15,24,5,10,49,13,3,2,5,18,4,7,5,0,110,4,27,0,1,6,478
Punjab,Kapurthala,Kapurthala,2019,29,1,48,13,22,35,2,15,21,56,15,19,11,9,15,60,12,21,34,3,18,15,17,2,19,39,4,9,11,24,6,605
Punjab,Kapurthala,Sultanpur Lodhi,2019,15,16,30,62,15,35,10,28,16,52,20,8,7,6,0,54,1,22,52,12,13,22,6,9,9,19,7,1,5,7,12,571
Punjab,Kapurthala,Phagwara,2019,25,13,17,0,22,5,0,33,22,68,5,14,16,5,10,0,2,17,54,4,19,29,5,10,7,37,22,8,18,16,18,521
Punjab,Jalandhar,Phillaur,2019,15,15,50,44,5,4,25,57,27,17,21,5,6,8,18,23,8,14,5,11,6,8,6,2,7,116,10,25,14,18,14,604
Punjab,Jalandhar,Nakodar,2019,8,16,0,9,16,5,4,6,13,6,10,17,25,12,5,10,0,7,20,6,10,4,14,3,10,5,26,26,16,6,18,333
Punjab,Jalandhar,Shahkot,2019,45,28,18,43,3,0,0,64,26,32,10,14,16,9,1,44,10,11,40,6,9,1,7,10,10,32,22,14,5,24,18,572
Punjab,Jalandhar,Kartarpur,2019,19,16,17,57,10,11,8,17,25,36,20,2,21,14,18,6,0,27,20,7,20,10,25,11,17,28,13,4,22,16,17,534
Punjab,Jalandhar,Jalandhar West,2019,49,26,10,57,7,17,7,59,9,60,8,2,0,16,3,23,13,8,1,14,8,7,22,6,7,117,27,20,2,23,21,649
Punjab,Jalandhar,Jalandhar Central,2019,46,22,58,41,1,55,19,57,14,18,9,19,0,10,18,17,7,0,16,8,14,18,3,4,0,42,3,21,5,13,21,579
Punjab,Jalandhar,Jalandhar North,2019,42,6,37,7,21,46,23,60,2,30,1,13,11,16,14,32,1,14,2,1,19,5,19,5,5,24,25,23,22,13,17,556
Punjab,Jalandhar,Jalandhar Cantt,2019,26,21,38,15,27,36,10,44,9,7,4,14,10,0,0,54,11,10,26,11,10,11,24,5,2,121,9,6,0,6,15,582
Punjab,Jalandhar,Adampur,2019,10,22,57,50,2,45,0,43,19,11,9,14,9,3,18,17,7,12,7,0,4,18,17,15,5,111,22,3,13,18,8,589
Punjab,Hoshiarpur,Mukerian,2019,47,16,41,39,2,50,24,59,2,11,5,18,21,0,15,1,13,2,38,20,13,5,23,0,16,93,13,11,13,13,16,640
Punjab,Hoshiarpur,Dasuya,2019,12,8,15,61,21,13,3,3,13,53,20,6,0,10,17,24,6,18,24,12,19,10,6,3,11,71,9,9,0,8,2,487
Punjab,Hoshiarpur,Urmar,2019,20,29,14,7,3,56,12,43,8,37,22,8,9,3,4,35,1,19,45,2,13,17,5,12,5,82,19,25,12,1,3,571
Punjab,Hoshiarpur,Sham Chaurasi,2019,25,21,30,14,16,1,1,12,15,22,13,11,18,3,0,42,13,5,20,5,10,4,15,8,7,63,7,26,20,19,9,475
Punjab,Hoshiarpur,Hoshiarpur,2019,49,26,0,69,24,36,15,40,4,29,15,5,25,2,14,48,59,15,37,13,3,58,7,16,20,105,27,69,6,18,18,872
Punjab,Hoshiarpur,Chabbewal,2019,42,30,39,0,17,10,11,5,8,18,5,8,23,4,5,18,2,18,40,7,10,10,27,7,18,75,26,13,5,11,11,523
Punjab,Hoshiarpur,Garhshankar,2019,2,18,21,61,0,39,5,47,2,33,23,15,8,13,19,59,3,15,29,6,11,1,25,2,14,61,4,0,9,2,0,547
Punjab,S.B.S. Nagar,Banga,2019,47,2,28,34,6,11,4,9,18,5,11,19,21,3,18,31,1,13,38,17,7,7,22,13,6,109,6,24,8,16,21,575
Punjab,S.B.S. Nagar,Nawan Shahr,2019,17,10,15,21,1,30,22,67,15,38,21,12,19,4,20,60,1,26,17,1,1,12,6,8,20,47,19,6,4,22,0,562
